drugbank_id	drugbank_name	pubchem_id	stitch_id_flat	umls_cui_from_label	method	concept_name	meddra_type	umls_cui_from_meddra	meddra_name
DB00091	Cyclosporine	2909	CID100002909	C0018129	NLP_indication	Graft Rejection	PT	C0018129	Graft Rejection
DB00091	Cyclosporine	2909	CID100002909	C0018133	NLP_indication	Graft-vs-Host Disease	PT	C0018133	Graft-vs-Host Disease
DB00091	Cyclosporine	2909	CID100002909	C0021368	text_mention	Inflammation	PT	C0021368	Inflammation
DB00091	Cyclosporine	2909	CID100002909	C0022575	text_mention	Keratoconjunctivitis Sicca	PT	C0314719	Dryness of eye
DB00091	Cyclosporine	2909	CID100002909	C0027721	NLP_indication	Lipoid nephrosis	PT	C1704320	Glomerulonephritis, Minimal Change
DB00091	Cyclosporine	2909	CID100002909	C0027726	NLP_precondition	Nephrotic Syndrome	PT	C0027726	Nephrotic Syndrome
DB00091	Cyclosporine	2909	CID100002909	C0033860	NLP_indication	Psoriasis	PT	C0033860	Psoriasis
DB00091	Cyclosporine	2909	CID100002909	C0042164	NLP_indication	Uveitis	PT	C0042164	Uveitis
DB00091	Cyclosporine	2909	CID100002909	C0042167	NLP_indication	Uveitis, Posterior	PT	C0008526	Choroiditis
DB00091	Cyclosporine	2909	CID100002909	C0178664	text_mention	Glomerulosclerosis (disorder)	PT	C0178664	Glomerulosclerosis (disorder)
DB00091	Cyclosporine	2909	CID100002909	C0268731	NLP_indication	Renal glomerular disease	PT	C0268731	Renal glomerular disease
DB00091	Cyclosporine	2909	CID100002909	C0403397	text_mention	Steroid-resistant nephrotic syndrome	PT	C0027726	Nephrotic Syndrome
DB00091	Cyclosporine	2909	CID100002909	C0406317	NLP_precondition	Plaque psoriasis	PT	C0033860	Psoriasis
DB00104	Octreotide	54373	CID100054373	C0000833	text_mention	Abscess	PT	C0000833	Abscess
DB00104	Octreotide	54373	CID100054373	C0001206	NLP_indication	Acromegaly	PT	C0001206	Acromegaly
DB00104	Octreotide	54373	CID100054373	C0001339	text_mention	Pancreatitis acute	PT	C0001339	Pancreatitis acute
DB00104	Octreotide	54373	CID100054373	C0003862	text_mention	Arthralgia	PT	C0948594	Musculoskeletal discomfort
DB00104	Octreotide	54373	CID100054373	C0003862	text_mention	Arthralgia	PT	C0003862	Arthralgia
DB00104	Octreotide	54373	CID100054373	C0007095	NLP_indication	Carcinoid Tumor	PT	C0007095	Carcinoid Tumor
DB00104	Octreotide	54373	CID100054373	C0007286	NLP_indication	Carpal Tunnel Syndrome	PT	C0007286	Carpal Tunnel Syndrome
DB00104	Octreotide	54373	CID100054373	C0011991	NLP_indication	Diarrhea	PT	C0011991	Diarrhea
DB00104	Octreotide	54373	CID100054373	C0011993	text_mention	Vipoma	PT	C0011993	Vipoma
DB00104	Octreotide	54373	CID100054373	C0014132	NLP_precondition	Endocrine Gland Neoplasms	PT	C0014132	Endocrine Gland Neoplasms
DB00104	Octreotide	54373	CID100054373	C0015672	NLP_indication	Fatigue	PT	C0004093	Asthenia
DB00104	Octreotide	54373	CID100054373	C0015672	NLP_indication	Fatigue	PT	C0015672	Fatigue
DB00104	Octreotide	54373	CID100054373	C0016382	NLP_indication	Flushing	PT	C0016382	Flushing
DB00104	Octreotide	54373	CID100054373	C0017150	text_mention	Gastrinoma	PT	C0017150	Gastrinoma
DB00104	Octreotide	54373	CID100054373	C0017689	text_mention	Glucagonoma	PT	C0017689	Glucagonoma
DB00104	Octreotide	54373	CID100054373	C0018681	NLP_indication	Headache	PT	C0018681	Headache
DB00104	Octreotide	54373	CID100054373	C0019080	NLP_indication	Hemorrhage	PT	C0019080	Hemorrhage
DB00104	Octreotide	54373	CID100054373	C0019080	NLP_indication	Hemorrhage	PT	C0518015	Hemoglobin measurement
DB00104	Octreotide	54373	CID100054373	C0020458	NLP_indication	Hyperhidrosis disorder	PT	C0020458	Hyperhidrosis disorder
DB00104	Octreotide	54373	CID100054373	C0020541	text_mention	Hypertension, Portal	PT	C0020541	Hypertension, Portal
DB00104	Octreotide	54373	CID100054373	C0020615	NLP_indication	Hypoglycemia	PT	C0020615	Hypoglycemia
DB00104	Octreotide	54373	CID100054373	C0020621	NLP_indication	Hypokalemia	PT	C0020621	Hypokalemia
DB00104	Octreotide	54373	CID100054373	C0021670	text_mention	insulinoma	PT	C0021670	insulinoma
DB00104	Octreotide	54373	CID100054373	C0021843	text_mention	Intestinal Obstruction	PT	C0021843	Intestinal Obstruction
DB00104	Octreotide	54373	CID100054373	C0024586	NLP_precondition	Malignant Carcinoid Syndrome	PT	C0024586	Malignant Carcinoid Syndrome
DB00104	Octreotide	54373	CID100054373	C0027627	text_mention	Neoplasm Metastasis	PT	C0027627	Neoplasm Metastasis
DB00104	Octreotide	54373	CID100054373	C0027651	NLP_indication	Neoplasms	PT	C0027651	Neoplasms
DB00104	Octreotide	54373	CID100054373	C0030290	text_mention	Pancreatic Fistula	PT	C0030290	Pancreatic Fistula
DB00104	Octreotide	54373	CID100054373	C0030554	NLP_indication	Paresthesia	PT	C0030554	Paresthesia
DB00104	Octreotide	54373	CID100054373	C0032000	text_mention	Pituitary Adenoma	PT	C0496901	Benign neoplasm of pituitary gland
DB00104	Octreotide	54373	CID100054373	C0032787	text_mention	Postoperative Complications	PT	C1141930	Post procedural complication
DB00104	Octreotide	54373	CID100054373	C0038999	NLP_indication	Swelling	PT	C0038999	Swelling
DB00104	Octreotide	54373	CID100054373	C0040100	text_mention	Thymoma	PT	C0040100	Thymoma
DB00104	Octreotide	54373	CID100054373	C0043515	text_mention	Zollinger-Ellison syndrome	PT	C0017150	Gastrinoma
DB00104	Octreotide	54373	CID100054373	C0155789	NLP_precondition	Bleeding esophageal varices	PT	C0155789	Bleeding esophageal varices
DB00104	Octreotide	54373	CID100054373	C0206754	NLP_indication	Neuroendocrine Tumors	PT	C0206754	Neuroendocrine Tumors
DB00104	Octreotide	54373	CID100054373	C0239182	NLP_indication	Watery diarrhoea	PT	C0011991	Diarrhea
DB00104	Octreotide	54373	CID100054373	C0243026	text_mention	Sepsis	PT	C0243026	Sepsis
DB00104	Octreotide	54373	CID100054373	C0346647	text_mention	Malignant neoplasm of pancreas	PT	C0235974	Pancreatic carcinoma
DB00104	Octreotide	54373	CID100054373	C2609266	NLP_indication	Gastroesophageal varices	PT	C0014867	Esophageal Varices
DB00125	L-Arginine	232	CID100000232	C0001206	text_mention	Acromegaly	PT	C0001206	Acromegaly
DB00125	L-Arginine	232	CID100000232	C0001430	text_mention	Adenoma	PT	C0001430	Adenoma
DB00125	L-Arginine	232	CID100000232	C0010276	text_mention	Craniopharyngioma	PT	C0010276	Craniopharyngioma
DB00125	L-Arginine	232	CID100000232	C0013338	text_mention	Pituitary dwarfism	PT	C0013336	Dwarfism
DB00125	L-Arginine	232	CID100000232	C0017547	text_mention	Gigantism	PT	C0017547	Gigantism
DB00125	L-Arginine	232	CID100000232	C0043251	text_mention	Wounds and Injuries	PT	C3263723	Traumatic injury
DB00125	L-Arginine	232	CID100000232	C0221347	NLP_precondition	Acrocyanosis	PT	C0010520	Cyanosis
DB00125	L-Arginine	232	CID100000232	C0242343	text_mention	Panhypopituitarism	PT	C0020635	Hypopituitarism
DB00125	L-Arginine	232	CID100000232	C0858734	text_mention	Insulin hypoglycemia	PT	C0020615	Hypoglycemia
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0011849	text_mention	Diabetes Mellitus	PT	C0011849	Diabetes Mellitus
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0020557	text_mention	Hypertriglyceridemia	PT	C0853692	Blood triglycerides increased
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0020557	text_mention	Hypertriglyceridemia	PT	C0020557	Hypertriglyceridemia
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0020676	text_mention	Hypothyroidism	PT	C0020676	Hypothyroidism
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0028754	text_mention	Obesity	PT	C0028754	Obesity
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0030305	text_mention	Pancreatitis	PT	C0030305	Pancreatitis
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0043096	text_mention	Body Weight decreased	PT	C0043096	Body Weight decreased
DB00136	Calcitriol	2524	CID100002524	C0005944	NLP_indication	Metabolic Bone Disorder	PT	C0005944	Metabolic Bone Disorder
DB00136	Calcitriol	2524	CID100002524	C0016658	text_mention	Fracture	PT	C0016658	Fracture
DB00136	Calcitriol	2524	CID100002524	C0016658	text_mention	Fracture	PT	C0016655	Multiple fractures
DB00136	Calcitriol	2524	CID100002524	C0020503	NLP_indication	Hyperparathyroidism, Secondary	PT	C0020503	Hyperparathyroidism, Secondary
DB00136	Calcitriol	2524	CID100002524	C0020598	NLP_indication	Hypocalcemia	PT	C0020598	Hypocalcemia
DB00136	Calcitriol	2524	CID100002524	C0020626	NLP_indication	Hypoparathyroidism	PT	C0020626	Hypoparathyroidism
DB00136	Calcitriol	2524	CID100002524	C0022661	NLP_indication	Kidney Failure, Chronic	PT	C0022661	Kidney Failure, Chronic
DB00136	Calcitriol	2524	CID100002524	C0029405	text_mention	Osteitis Fibrosa Cystica	PT	C1262165	High turnover osteopathy
DB00136	Calcitriol	2524	CID100002524	C0029405	text_mention	Osteitis Fibrosa Cystica	PT	C0029405	Osteitis Fibrosa Cystica
DB00136	Calcitriol	2524	CID100002524	C0029453	text_mention	Osteopenia	PT	C0029453	Osteopenia
DB00136	Calcitriol	2524	CID100002524	C0029456	NLP_indication	Osteoporosis	PT	C0029456	Osteoporosis
DB00136	Calcitriol	2524	CID100002524	C0029458	NLP_precondition	Osteoporosis, Postmenopausal	PT	C0029458	Osteoporosis, Postmenopausal
DB00136	Calcitriol	2524	CID100002524	C0033806	NLP_indication	Pseudohypoparathyroidism	PT	C0033806	Pseudohypoparathyroidism
DB00136	Calcitriol	2524	CID100002524	C0035086	text_mention	Renal Osteodystrophy	PT	C0035086	Renal Osteodystrophy
DB00136	Calcitriol	2524	CID100002524	C0264009	text_mention	Osteodystrophy	PT	C0264009	Osteodystrophy
DB00136	Calcitriol	2524	CID100002524	C0748089	text_mention	PTH high	PT	C0853023	Blood parathyroid hormone increased
DB00136	Calcitriol	2524	CID100002524	C1533591	text_mention	Calcification	PT	C0006663	Calcinosis
DB00136	Calcitriol	2524	CID100002524	C1704375	NLP_indication	Hypophosphatemic Rickets	PT	C1704375	Hypophosphatemic Rickets
DB00152	Thiamine	1130	CID100001130	C0003123	text_mention	Anorexia	PT	C0232462	Decrease in appetite
DB00152	Thiamine	1130	CID100001130	C0004134	text_mention	Ataxia	PT	C0004134	Ataxia
DB00152	Thiamine	1130	CID100001130	C0005122	NLP_indication	Beriberi	PT	C0039841	Thiamine Deficiency
DB00152	Thiamine	1130	CID100001130	C0007222	text_mention	Cardiovascular Diseases	PT	C0007222	Cardiovascular Diseases
DB00152	Thiamine	1130	CID100001130	C0009421	text_mention	Comatose	PT	C0009421	Comatose
DB00152	Thiamine	1130	CID100001130	C0013604	text_mention	Edema	PT	C0013604	Edema
DB00152	Thiamine	1130	CID100001130	C0015967	text_mention	Fever	PT	C0015967	Fever
DB00152	Thiamine	1130	CID100001130	C0018801	text_mention	Heart failure	PT	C0018801	Heart failure
DB00152	Thiamine	1130	CID100001130	C0020550	text_mention	Hyperthyroidism	PT	C0020550	Hyperthyroidism
DB00152	Thiamine	1130	CID100001130	C0021831	text_mention	Intestinal Diseases	PT	C0017178	Gastrointestinal Diseases
DB00152	Thiamine	1130	CID100001130	C0023895	text_mention	Liver diseases	PT	C0239571	Fetor hepaticus
DB00152	Thiamine	1130	CID100001130	C0023895	text_mention	Liver diseases	PT	C0023895	Liver diseases
DB00152	Thiamine	1130	CID100001130	C0023895	text_mention	Liver diseases	PT	C0151763	Liver damage
DB00152	Thiamine	1130	CID100001130	C0024523	text_mention	Malabsorption Syndrome	PT	C0024523	Malabsorption Syndrome
DB00152	Thiamine	1130	CID100001130	C0027497	text_mention	Nausea	PT	C0027497	Nausea
DB00152	Thiamine	1130	CID100001130	C0027813	text_mention	Neuritis	PT	C0027813	Neuritis
DB00152	Thiamine	1130	CID100001130	C0027813	text_mention	Neuritis	PT	C0031117	Peripheral Neuropathy
DB00152	Thiamine	1130	CID100001130	C0028738	text_mention	Nystagmus	PT	C0028738	Nystagmus
DB00152	Thiamine	1130	CID100001130	C0029089	text_mention	Ophthalmoplegia	PT	C0028866	Oculomotor Nerve Paralysis
DB00152	Thiamine	1130	CID100001130	C0029089	text_mention	Ophthalmoplegia	PT	C0029089	Ophthalmoplegia
DB00152	Thiamine	1130	CID100001130	C0031117	text_mention	Peripheral Neuropathy	PT	C0031117	Peripheral Neuropathy
DB00152	Thiamine	1130	CID100001130	C0039841	NLP_indication	Thiamine Deficiency	PT	C0039841	Thiamine Deficiency
DB00152	Thiamine	1130	CID100001130	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
DB00152	Thiamine	1130	CID100001130	C0043121	text_mention	Wernicke Encephalopathy	PT	C0043121	Wernicke Encephalopathy
DB00152	Thiamine	1130	CID100001130	C0085584	text_mention	Encephalopathies	PT	C0085584	Encephalopathies
DB00152	Thiamine	1130	CID100001130	C0234985	text_mention	Mental deterioration	PT	C1306341	Mental handicap
DB00152	Thiamine	1130	CID100001130	C0743971	text_mention	Chronic fever	PT	C0015967	Fever
DB00153	Ergocalciferol	3249	CID100003249	C0020626	NLP_indication	Hypoparathyroidism	PT	C0020626	Hypoparathyroidism
DB00153	Ergocalciferol	3249	CID100003249	C0035579	text_mention	Rickets	PT	C0035579	Rickets
DB00153	Ergocalciferol	3249	CID100003249	C0085682	text_mention	Hypophosphatemia	PT	C0085682	Hypophosphatemia
DB00153	Ergocalciferol	3249	CID100003249	C2363065	text_mention	Vitamin D-resistant rickets	PT	C3536983	Familial Hypophosphatemic Rickets
DB00153	Ergocalciferol	3249	CID100003249	C3536983	text_mention	Familial Hypophosphatemic Rickets	PT	C3536983	Familial Hypophosphatemic Rickets
DB00158	Folic Acid	3405	CID100003405	C0002871	NLP_indication	Anemia	PT	C0002871	Anemia
DB00158	Folic Acid	3405	CID100003405	C0002888	NLP_indication	Anemia, Megaloblastic	PT	C0002888	Anemia, Megaloblastic
DB00158	Folic Acid	3405	CID100003405	C0002892	NLP_precondition	Anemia, Pernicious	PT	C0002892	Anemia, Pernicious
DB00158	Folic Acid	3405	CID100003405	C0007570	NLP_indication	Celiac Disease	PT	C0007570	Celiac Disease
DB00158	Folic Acid	3405	CID100003405	C0014544	NLP_precondition	Epilepsy	PT	C0014544	Epilepsy
DB00158	Folic Acid	3405	CID100003405	C0016412	NLP_indication	Folic Acid Deficiency	PT	C0016412	Folic Acid Deficiency
DB00159	Icosapent	56842239	CID156842239	C0011849	text_mention	Diabetes Mellitus	PT	C0011849	Diabetes Mellitus
DB00159	Icosapent	56842239	CID156842239	C0020557	text_mention	Hypertriglyceridemia	PT	C0853692	Blood triglycerides increased
DB00159	Icosapent	56842239	CID156842239	C0020557	text_mention	Hypertriglyceridemia	PT	C0020557	Hypertriglyceridemia
DB00159	Icosapent	56842239	CID156842239	C0020676	text_mention	Hypothyroidism	PT	C0020676	Hypothyroidism
DB00159	Icosapent	56842239	CID156842239	C0028754	text_mention	Obesity	PT	C0028754	Obesity
DB00159	Icosapent	56842239	CID156842239	C0030305	text_mention	Pancreatitis	PT	C0030305	Pancreatitis
DB00159	Icosapent	56842239	CID156842239	C0043096	text_mention	Body Weight decreased	PT	C0043096	Body Weight decreased
DB00162	Vitamin A	1071	CID100001071	C0001144	NLP_indication	Acne Vulgaris	PT	C0702166	Acne
DB00162	Vitamin A	1071	CID100001071	C0003123	text_mention	Anorexia	PT	C0232462	Decrease in appetite
DB00162	Vitamin A	1071	CID100001071	C0024523	text_mention	Malabsorption Syndrome	PT	C0024523	Malabsorption Syndrome
DB00162	Vitamin A	1071	CID100001071	C0027497	text_mention	Nausea	PT	C0027497	Nausea
DB00162	Vitamin A	1071	CID100001071	C0038238	text_mention	Steatorrhea	PT	C0038238	Steatorrhea
DB00162	Vitamin A	1071	CID100001071	C0042842	NLP_indication	Vitamin A Deficiency	PT	C0042842	Vitamin A Deficiency
DB00162	Vitamin A	1071	CID100001071	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
DB00165	Pyridoxine	1054	CID100001054	C0002871	NLP_indication	Anemia	PT	C0002871	Anemia
DB00165	Pyridoxine	1054	CID100001054	C0002896	text_mention	Sideroblastic anemia	PT	C0002896	Sideroblastic anemia
DB00165	Pyridoxine	1054	CID100001054	C0003123	text_mention	Anorexia	PT	C0232462	Decrease in appetite
DB00165	Pyridoxine	1054	CID100001054	C0011603	text_mention	Dermatitis	PT	C0011603	Dermatitis
DB00165	Pyridoxine	1054	CID100001054	C0019880	NLP_indication	Homocystinuria	PT	C0019880	Homocystinuria
DB00165	Pyridoxine	1054	CID100001054	C0020500	NLP_indication	Hyperoxaluria	PT	C0020500	Hyperoxaluria
DB00165	Pyridoxine	1054	CID100001054	C0025521	text_mention	Inborn Errors of Metabolism	PT	C0025521	Inborn Errors of Metabolism
DB00165	Pyridoxine	1054	CID100001054	C0027497	text_mention	Nausea	PT	C0027497	Nausea
DB00165	Pyridoxine	1054	CID100001054	C0027813	text_mention	Neuritis	PT	C0027813	Neuritis
DB00165	Pyridoxine	1054	CID100001054	C0027813	text_mention	Neuritis	PT	C0031117	Peripheral Neuropathy
DB00165	Pyridoxine	1054	CID100001054	C0036572	text_mention	Seizures	PT	C0036572	Seizures
DB00165	Pyridoxine	1054	CID100001054	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
DB00165	Pyridoxine	1054	CID100001054	C0221264	text_mention	Cheilosis	PT	C0221264	Cheilosis
DB00165	Pyridoxine	1054	CID100001054	C0235031	text_mention	Neurologic Symptoms	PT	C0235031	Neurologic Symptoms
DB00165	Pyridoxine	1054	CID100001054	C0936215	NLP_indication	Vitamin B 6 Deficiency	PT	C0936215	Vitamin B 6 Deficiency
DB00165	Pyridoxine	1054	CID100001054	C1527330	NLP_indication	Pyridoxine Deficiency	PT	C0936215	Vitamin B 6 Deficiency
DB00169	Cholecalciferol	23682309	CID123682309	C0029456	NLP_indication	Osteoporosis	PT	C0029456	Osteoporosis
DB00169	Cholecalciferol	2735	CID100002735	C0029456	NLP_indication	Osteoporosis	PT	C0029456	Osteoporosis
DB00175	Pravastatin	4889	CID100004889	C0001973	text_mention	Alcoholic Intoxication, Chronic	PT	C0001973	Alcoholic Intoxication, Chronic
DB00175	Pravastatin	4889	CID100004889	C0001973	text_mention	Alcoholic Intoxication, Chronic	PT	C0085762	Alcohol abuse
DB00175	Pravastatin	4889	CID100004889	C0002965	NLP_indication	Angina, Unstable	PT	C0002965	Angina, Unstable
DB00175	Pravastatin	4889	CID100004889	C0002965	NLP_indication	Angina, Unstable	PT	C0002962	Angina Pectoris
DB00175	Pravastatin	4889	CID100004889	C0004153	NLP_indication	Atherosclerosis	PT	C0003850	Arteriosclerosis
DB00175	Pravastatin	4889	CID100004889	C0007222	NLP_indication	Cardiovascular Diseases	PT	C0007222	Cardiovascular Diseases
DB00175	Pravastatin	4889	CID100004889	C0007273	text_mention	Carotid Artery Diseases	PT	C0007273	Carotid Artery Diseases
DB00175	Pravastatin	4889	CID100004889	C0007787	text_mention	Transient Ischemic Attack	PT	C0007787	Transient Ischemic Attack
DB00175	Pravastatin	4889	CID100004889	C0010054	text_mention	Coronary Arteriosclerosis	PT	C0010054	Coronary Arteriosclerosis
DB00175	Pravastatin	4889	CID100004889	C0010068	NLP_indication	Coronary heart disease	PT	C1956346	Coronary Artery Disease
DB00175	Pravastatin	4889	CID100004889	C0011849	text_mention	Diabetes Mellitus	PT	C0011849	Diabetes Mellitus
DB00175	Pravastatin	4889	CID100004889	C0020443	NLP_indication	Hypercholesterolemia	PT	C0020443	Hypercholesterolemia
DB00175	Pravastatin	4889	CID100004889	C0020445	text_mention	Hypercholesterolemia, Familial	PT	C0020445	Hypercholesterolemia, Familial
DB00175	Pravastatin	4889	CID100004889	C0020445	text_mention	Hypercholesterolemia, Familial	PT	C0745103	Hyperlipoproteinemia Type IIa
DB00175	Pravastatin	4889	CID100004889	C0020473	text_mention	Hyperlipidemia	PT	C0020473	Hyperlipidemia
DB00175	Pravastatin	4889	CID100004889	C0020476	text_mention	Hyperlipoproteinemias	PT	C0020473	Hyperlipidemia
DB00175	Pravastatin	4889	CID100004889	C0020479	NLP_indication	Hyperlipoproteinemia Type III	PT	C0020479	Hyperlipoproteinemia Type III
DB00175	Pravastatin	4889	CID100004889	C0020538	text_mention	Hypertensive disease	PT	C0020538	Hypertensive disease
DB00175	Pravastatin	4889	CID100004889	C0020676	text_mention	Hypothyroidism	PT	C0020676	Hypothyroidism
DB00175	Pravastatin	4889	CID100004889	C0023895	text_mention	Liver diseases	PT	C0239571	Fetor hepaticus
DB00175	Pravastatin	4889	CID100004889	C0023895	text_mention	Liver diseases	PT	C0023895	Liver diseases
DB00175	Pravastatin	4889	CID100004889	C0023895	text_mention	Liver diseases	PT	C0151763	Liver damage
DB00175	Pravastatin	4889	CID100004889	C0025322	text_mention	Premature Menopause	PT	C0025322	Premature Menopause
DB00175	Pravastatin	4889	CID100004889	C0027051	NLP_indication	Myocardial Infarction	PT	C0948089	Acute Coronary Syndrome
DB00175	Pravastatin	4889	CID100004889	C0027051	NLP_indication	Myocardial Infarction	PT	C0027051	Myocardial Infarction
DB00175	Pravastatin	4889	CID100004889	C0027726	text_mention	Nephrotic Syndrome	PT	C0027726	Nephrotic Syndrome
